message_id,text,channel,gold_intent,derived_intent,discovery_agrees,review_status,reviewer_note
msg_00563,I've been waiting on hold so I'm trying here instead. I paid for next day delivery and it's been two weeks ago. I've taken time off work waiting for this. Please get back to me asap.,email,delivery_delay,delivery_delay,True,pending,
msg_00564,This is the third time I'm writing in. you sent me the wrong thing in order 388061. I ordered a medium and received an extra small. Regards,web_form,wrong_item_received,UNMAPPED_cluster_10,False,pending,
msg_00599,Sorry to bother you but I can't log into my account. I need to get in to track order 173797.,email,account_login_issue,UNMAPPED_cluster_7,False,pending,
msg_00611,quick question - one of the items on my invoice never turned up. thank you.,web_form,missing_item,noise,False,pending,
msg_00615,Is the blue running shoes being restocked? Cheers.,web_form,product_availability,noise,False,pending,
msg_00630,Quick question - I need to cancel the order I placed on the 14th. I ordered the wrong size.,web_form,cancel_order,cancel_order,True,pending,
msg_00670,"Good morning, how do I return an item? Do I have to pay for return postage? Cheers.",web_form,return_request,exchange_item,False,pending,
msg_00674,Still waiting on the refund for the yoga mat. It's been over two weeks now. Please get back to me asap.,chat,refund_status,noise,False,pending,
msg_00681,I've been waiting on hold so I'm trying here instead. my winter jacket arrived damaged. I've taken photos if you need them.,chat,damaged_item,UNMAPPED_cluster_11,False,pending,
msg_00690,Do you have any offers on my new backpack? Can you refund the difference?,chat,discount_promo_code,UNMAPPED_cluster_11,False,pending,
msg_00721,Quick question - I placed an order three days ago and I still have no idea where it is. The tracking page hasn't updated in days.,web_form,order_status,order_status,True,pending,
msg_00726,"I need some help please. I've changed my mind, please cancel. Please confirm the cancellation in writing.",email,cancel_order,cancel_order,True,pending,
msg_00774,"Hi, I'd like to swap this for another colour. Do I need to return the original first? Thanks in advance.",email,exchange_item,noise,False,pending,
msg_00829,"I've changed my mind, please cancel. I don't need it any more. Any help appreciated.",email,cancel_order,cancel_order,True,pending,
msg_00867,please stop my recurring order. i've got too much stock at home already. please advise.,email,subscription_manage,cancel_order,False,pending,
msg_00888,"Hi team, I need to update what's in my subscription box. I've got too much stock at home already.",chat,subscription_manage,subscription_manage,True,pending,
msg_00908,I need some help please. could you resend the receipt for #OB7911? Please get back to me asap.,email,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_00913,Chasing the refund on #OB9032. The tracking shows you received it. Thanks.,email,refund_status,refund_status,True,pending,
msg_00916,I ordered the air fryer on the 14th and I've heard nothing since. Please get back to me asap.,email,order_status,product_availability,False,pending,
msg_00945,I need some help please. you confirmed my return but I haven't been refunded. Nothing has shown up on my bank statement.,web_form,refund_status,refund_status,True,pending,
msg_00947,DO YOU HAVE ANY OFFERS ON A BLUETOOTH SPEAKER? CHEERS.,email,discount_promo_code,exchange_item,False,pending,
msg_00952,"hi, one of the items on my invoice never turned up. cheers.",email,missing_item,noise,False,pending,
msg_00964,Can you email me the invoice for the oder I placed two weeks ago? My accountant needs it for the quarter. Please get back to me asap.,web_form,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_00966,"Hello, I want to return the blue running shoes.",chat,return_request,noise,False,pending,
msg_00986,"Hi there, somebody else's order arrived at my house. I ordered a medium and received an extra small. Thanks.",web_form,wrong_item_received,UNMAPPED_cluster_10,False,pending,
msg_01048,"I've moved house, please update my shipping address. I'll send the new address once you confirm. Thanks.",web_form,change_shipping_address,change_shipping_address,True,pending,
msg_01084,"Hello, I ordered the standing desk last month and I've heard nothing since. The tracking page hasn't updated in days.",chat,order_status,UNMAPPED_cluster_16,False,pending,
msg_01090,"hi there, is there a waiting list for out of stock items? i've been checking the site every day. any help appreciated.",email,product_availability,product_availability,True,pending,
msg_01096,"hi orderbuddy, still waiting on the refund for a pair of headphones. nothing has shown up on my bank statement. please get back to me asap.",email,refund_status,exchange_item,False,pending,
msg_01098,Sorry to bother you but can I still cancel order 798986 before it ships? It hasn't shipped yet as far as I can tell. Cheers.,email,cancel_order,cancel_order,True,pending,
msg_01099,Not sure who to ask about this but I ordered a bluetooth speaker nearly ten days ago and I've heard nothing since. Regards.,chat,order_status,exchange_item,False,pending,
msg_01111,"Good morning, how do I update the delivery address? It hasn't shipped yet so hopefully it's not too late.",email,change_shipping_address,change_shipping_address,True,pending,
msg_01141,"Hi team, starting a return for a set of bed sheets. Do I have to pay for return postage? Thank you.",email,return_request,exchange_item,False,pending,
msg_01195,"Hello support, is teh kitchen scales being restocked?? Thanks in advance.",email,product_availability,UNMAPPED_cluster_10,False,pending,
msg_01224,"Hey, I need to arrange a return. Where do I send it? Can you help?",chat,return_request,return_request,True,pending,
msg_01248,This order is now a week overdue. The tracking has said out for delivery for two days. Let me know.,email,delivery_delay,delivery_delay,True,pending,
msg_01272,I've been waiting on hold so I'm trying here instead. how do exchanges work? Thanks in advance.,web_form,exchange_item,noise,False,pending,
msg_01456,Sorry to bother you but one of the items on my invoice never turned up. I was charged for the full order.,web_form,missing_item,noise,False,pending,
msg_01483,Part of my order is missing. I was charged for the full order. Thank you,email,missing_item,missing_item,True,pending,
msg_01512,Can I return the running watch that I bought on the 3rd? It's still unopened in the original packaging.,chat,return_request,UNMAPPED_cluster_22,False,pending,
msg_01518,sorry to bother you but i want to check the status of my order.,email,order_status,order_status,True,pending,
msg_01521,Not sure who to ask about this but I can't log into my account. It keeps saying account not found. Please get back to me asap.,chat,account_login_issue,account_login_issue,True,pending,
msg_01522,I want to check the status of my order.,chat,order_status,order_status,True,pending,
msg_01530,this is the third time i'm writing in. is it too late to cancel order 950963? please confirm the cancellation in writing. can you help?,web_form,cancel_order,cancel_order,True,pending,
msg_01535,Instead of a refund can I just exchange it? I'd rather have the black one. Thanks in advance.,chat,exchange_item,noise,False,pending,
msg_01652,"Hi there, the packaging was crushed and the contents are ruined. Cheers.",chat,damaged_item,damaged_item,True,pending,
msg_01669,I've been waiting on hold so I'm trying here instead. can you email me the invoice for the order I placed back in June? My accountant needs it for the quarter. Can you help?,web_form,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_01680,sorry to botehr you but i want to cancel my subscription. i've got too much stock at home already. any help appreciated.,chat,subscription_manage,cancel_order,False,pending,
msg_01684,"Hello support, I need an invoice for my records. I can't find it in my account.",email,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_01697,"Hello, I'm locked out of my account. Thank you.",email,account_login_issue,account_login_issue,True,pending,
msg_01712,"HI TEAM, THE COURIER KEEPS SAYING DELAYED WITH NO EXPLANATION. I NEED MY NEW BACKPACK BEFORE THE WEEKEND. CAN YOU HELP?",web_form,delivery_delay,noise,False,pending,
msg_01720,Quick question - please redirect my parcel to my work address. It hasn't shipped yet so hopefully it's not too late.,chat,change_shipping_address,change_shipping_address,True,pending,
msg_01769,I've been waiting on hold so I'm trying here instead. OB-75955 arrived but one item wasn't in the box. Is it being sent separately?,email,missing_item,missing_item,True,pending,
msg_01797,Can you send my order to a different address?? Thanks!,chat,change_shipping_address,change_shipping_address,True,pending,
msg_01816,"Hi team, what's the current status of order 713678? The app just says processing. Please advise.",email,order_status,order_status,True,pending,
msg_01830,The screen was already broken when it arrived.,chat,damaged_item,damaged_item,True,pending,
msg_01850,This is the third time I'm writing in. the item in the box isn't what I ordered. The packing slip has someone else's name on it. Cheers.,email,wrong_item_received,wrong_item_received,True,pending,
msg_01907,"Hi oderBuddy, still waiting on the refund for the coffee grinder. I have the return receipt if you need it.",email,refund_status,UNMAPPED_cluster_21,False,pending,
msg_01953,Not sure who to ask about this but you confirmed my return but I haven't been refunded. I have the return receipt if you need it. Regards.,chat,refund_status,refund_status,True,pending,
msg_01961,"Hey, my order is late.",chat,delivery_delay,delivery_delay,True,pending,
msg_01993,"Good morning, I need to arrange a return. pls advise.",chat,return_request,return_request,True,pending,
msg_02003,"Hello, please redirect my parcel to my work address. I'll send the new address once you confirm. Thanks",web_form,change_shipping_address,change_shipping_address,True,pending,
msg_02034,"Hello support, how do I return an item?? It doesn't fit. Thanks!",email,return_request,return_request,True,pending,
msg_02053,"Hello support, I want to check the status of my order. The app just says processing. Please advise.",chat,order_status,order_status,True,pending,
msg_02060,"Hello, received the kitchen scales two weeks ago and it's clearly damaged. I want a replacement, not a refund. Let me know.",chat,damaged_item,UNMAPPED_cluster_10,False,pending,
msg_02135,I've been waiting on hold so I'm trying here instead. can I get a receipt for #OB2702? The confirmation email doesn't count as an invoice. Can you help,chat,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_02148,"Hi team, I want to return my new backpack. The colour is nothing like the photos",chat,return_request,UNMAPPED_cluster_11,False,pending,
msg_02174,I paid for next day delivery and it's been over a week ago. This is really frustrating.,email,delivery_delay,delivery_delay,True,pending,
msg_02209,"Hey, how do I cancel an order? I ordered twice by accident.",web_form,cancel_order,cancel_order,True,pending,
msg_02235,Any update on #887384? I odered the desk lamp. Thanks in advance.,email,order_status,UNMAPPED_cluster_16,False,pending,
msg_02255,This is the third time I'm writing in. I want to trade this in for a different model. I'd rather have the black one. Please get back to me asap.,chat,exchange_item,noise,False,pending,
msg_02325,"Hello support, is there a waiting list for out of stock items? Regards.",email,product_availability,product_availability,True,pending,
msg_02364,Is there a waiting list for out of stock items?,web_form,product_availability,product_availability,True,pending,
msg_02369,I paid for next day delivery and it's been last Tuesday. The tracking has said out for delivery for two days.,email,delivery_delay,delivery_delay,True,pending,
msg_02372,"Hello support, I'm locked out of my account. It keeps saying account not found. Regards.",chat,account_login_issue,account_login_issue,True,pending,
msg_02392,This is the third time I'm writing in. I'd like to call off my order for my winter jacket. I don't need it any more.,chat,cancel_order,UNMAPPED_cluster_11,False,pending,
msg_02421,This is the third time I'm writing in. the packaging was crushed and the contents are ruined. This is unacceptable for the price. Thanks.,chat,damaged_item,damaged_item,True,pending,
msg_02476,I need some help please. can you apply my discount retroactively? Any help appreciated,chat,discount_promo_code,discount_promo_code,True,pending,
msg_02513,How do I change teh email on my account? Nothing in my spam folder either. Cheers.,chat,account_login_issue,UNMAPPED_cluster_7,False,pending,
msg_02520,"Hello support, do you have the air fryer in stock? I need it in a size 10. Any help appreciated.",web_form,product_availability,product_availability,True,pending,
msg_02524,I've been waiting on hold so I'm trying here instead. the box arrived but it was missing an item. I was charged for the full order. Thanks.,email,missing_item,missing_item,True,pending,
msg_02531,This is the third time I'm writing in. received the coffee grinder last month and it's clearly damaged. It doesn't power on at all. I'd really appreciate a quick response.,email,damaged_item,UNMAPPED_cluster_21,False,pending,
msg_02578,I want to check the status of my order. The tracking page hasn't updated in days.,chat,order_status,order_status,True,pending,
msg_02582,"Hi there, still waiting on the refund for two phone cases. It's been over two weeks now. Please get back to me asap.",web_form,refund_status,exchange_item,False,pending,
msg_02615,"Hey, I received the wrong item. Regards.",email,wrong_item_received,wrong_item_received,True,pending,
msg_02620,Not sure who to ask about this but do you have any offers on the blue running shoes? Can you refund the difference? Any help appreciated.,email,discount_promo_code,noise,False,pending,
msg_02629,How do I pause my monthly delivery? Let me know.,email,subscription_manage,subscription_manage,True,pending,
msg_02640,I can't log into my account. Any help appreciated.,email,account_login_issue,account_login_issue,True,pending,
msg_02665,This is the third time I'm writing in. I need to arrange a return. I'm within the 30 day window I think. pls get back to me asap.,email,return_request,return_request,True,pending,
msg_02689,Quick question - my refund hasn't come through yet. The tracking shows you received it. Regards.,email,refund_status,refund_status,True,pending,
msg_02746,"hi there, can you tell me what's happening with order 733814? the tracking page hasn't updated in days.",email,order_status,order_status,True,pending,
msg_02782,"Hi, order 975549 was due on Friday and it still hasn't turned up. This is really frustrating.",web_form,delivery_delay,order_status,False,pending,
msg_02823,Can I switch to paypal for #OB1300? The card was cancelled after fraud on my account. Thank you.,web_form,change_payment_method,change_payment_method,True,pending,
msg_02870,"Hi, I need to cancel the oder I placed on the 3rd. Can you help?",web_form,cancel_order,cancel_order,True,pending,
msg_02975,I've been waiting on hold so I'm trying here instead. please cancel my order. I ordered the wrong size. Thank you.,chat,cancel_order,cancel_order,True,pending,
msg_02976,not sure who to ask about this but i need to exchange ob-52136 for the correct item. i'd rather have the black one.,email,exchange_item,noise,False,pending,
msg_02987,Why was I charged full price when I used a voucher? The code was WELCOME20. I'd really appreciate a quick response.,web_form,discount_promo_code,discount_promo_code,True,pending,
msg_03032,"Good morning, I want to trade this in for a different model. Any help appreciated.",email,exchange_item,noise,False,pending,
msg_03072,"Hey, I'd like to call off my order for two phone cases. Any help appreciated.",web_form,cancel_order,exchange_item,False,pending,
msg_03087,You sent me the wrong thing in #OB3849. I ordered a medium and received an extra small. Cheers.,email,wrong_item_received,UNMAPPED_cluster_10,False,pending,
msg_03156,Why was I charged full price when I used a voucher? It said code expired but it shouldn't be. Cheers.,email,discount_promo_code,discount_promo_code,True,pending,
msg_03167,QUICK QUESTION - THE SCREEN WAS ALREADY BROKEN WHEN IT ARRIVED. I'VE TAKEN PHOTOS IF YOU NEED THEM. LET ME KNOW.,email,damaged_item,damaged_item,True,pending,
msg_03169,I ordered the desk lamp last Tuesday and I've heard nothing since. The tracking number you sent doesn't work. Let me know.,email,order_status,UNMAPPED_cluster_16,False,pending,
msg_03178,"Hello, how do I change the email on my account? It keeps saying account not found. Please advise.",web_form,account_login_issue,UNMAPPED_cluster_7,False,pending,
msg_03190,"Hey, any update on #427272? Let me know.",chat,order_status,order_status,True,pending,
msg_03329,I've been waiting on hold so I'm trying here instead. this order is now a week overdue. I've taken time off work waiting for this. Thanks in advance.,web_form,delivery_delay,delivery_delay,True,pending,
msg_03345,"Good morning, how do I update the delivery address? It hasn't shipped yet so hopefully it's not too late. Regards.",chat,change_shipping_address,change_shipping_address,True,pending,
msg_03347,"Hello, my parcel came half empty.",email,missing_item,noise,False,pending,
msg_03390,Not sure who to ask about this but the courier keeps saying delayed with no explanation. This is really frustrating. Let me know.,email,delivery_delay,noise,False,pending,
msg_03399,"Hi OrderBuddy, please cancel my order. I found it cheaper elsewhere. I'd really appreciate a quick response.",email,cancel_order,cancel_order,True,pending,
msg_03405,How do exchanges work? Happy to pay any difference in price. Cheers,web_form,exchange_item,noise,False,pending,
msg_03406,"Hey, I need to cancel the order I placed three days ago. I ordered twice by accident. Can you help?",chat,cancel_order,cancel_order,True,pending,
msg_03462,"Hey, I returned the coffee grinder nearly ten days ago and still no refund. Can you check which card it went back to?? Thank you.",chat,refund_status,UNMAPPED_cluster_14,False,pending,
msg_03470,This is teh third time I'm writing in. how do exchanges work? Happy to pay any difference in price. Any help appreciated.,chat,exchange_item,noise,False,pending,
msg_03477,"Hi OrderBuddy, somebody else's order arrived at my house. Do I need to send this one back?",web_form,wrong_item_received,wrong_item_received,True,pending,
msg_03545,This is the third time I'm writing in. will you get more of my winter jacket in? Thanks.,email,product_availability,UNMAPPED_cluster_11,False,pending,
msg_03554,I need some help please. the packaging was crushed and the contents are ruined. I've taken photos if you need them. Let me know.,chat,damaged_item,damaged_item,True,pending,
msg_03564,"Hi, I've moved house, please update my shipping address. I put my old flat number in. Thanks",web_form,change_shipping_address,change_shipping_address,True,pending,
msg_03570,"Hi OrderBuddy, can I pay with a different card?? My bank flagged the transaction. Regards.",email,change_payment_method,change_payment_method,True,pending,
msg_03582,"Hello support, wrong product delivered for 93228388. I ordered a medium and received an extra small. Regards.",email,wrong_item_received,UNMAPPED_cluster_10,False,pending,
msg_03588,Quick question - how do exchanges work? I'd rather have the black one. Thank you.,web_form,exchange_item,noise,False,pending,
msg_03711,"Hello, my refund hasn't come through yet. It's been over two weeks now",web_form,refund_status,refund_status,True,pending,
msg_03715,"Hi, the box arrived but it was missing an item. Cheers.",web_form,missing_item,missing_item,True,pending,
msg_03737,"Hello, can you email me the invoice for the order I placed on the 14th? My accountant needs it for the quarter. Let me know.",email,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_03870,"Hey, the item in the box isn't what I ordered. Please get back to me asap.",email,wrong_item_received,wrong_item_received,True,pending,
msg_03913,"Hey, what's the current status of OB-64131? The app just says processing. Please get back to me asap.",email,order_status,order_status,True,pending,
msg_03944,This is the third time I'm writing in. please update the payment method for my order. Regards.,chat,change_payment_method,change_payment_method,True,pending,
msg_03951,Checking in on 95522426 - has it shipped yet? teh app just says processing. Thank you.,web_form,order_status,order_status,True,pending,
msg_03968,"Hi tehre, when will the espresso machine be back in stock? Cheers.",web_form,product_availability,UNMAPPED_cluster_21,False,pending,
msg_03972,Quick question - I'd like to send back #OB4239. Where do I send it? Please advise.,email,return_request,return_request,True,pending,
msg_04021,"hello, is the wireless keyboard being restocked? i'd really appreciate a quick response",email,product_availability,noise,False,pending,
msg_04045,"Hello, can I switch to paypal for #OB8345? Regards.",chat,change_payment_method,change_payment_method,True,pending,
msg_04058,"My payment failed, how do I update it? teh new card is already on my account. Let me know.",chat,change_payment_method,change_payment_method,True,pending,
msg_04087,Can I pay with a different card? The card was cancelled after fraud on my account. Any help appreciated.,chat,change_payment_method,change_payment_method,True,pending,
msg_04103,"Hello support, can I still cancel #138643 before it ships? I ordered the wrong size. Cheers.",email,cancel_order,cancel_order,True,pending,
msg_04133,"Hi team, I need to arrange a return. The colour is nothing like the photos. Please get back to me asap.",email,return_request,UNMAPPED_cluster_11,False,pending,
msg_04158,I've been waiting on hold so I'm trying here instead. #OB8058 arrived but one item wasn't in the box. I was charged for the full order. Thanks in advance.,email,missing_item,missing_item,True,pending,
msg_04184,This is the third time I'm writing in. can you email me the invoice for the order I placed nearly ten days ago? My accountant needs it for the quarter. Thanks.,email,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_04197,"Hi OrderBuddy, will you get more of the coffee grinder in? Can you notify me when it's available?",email,product_availability,UNMAPPED_cluster_21,False,pending,
msg_04259,"Good morning, my account seems to have been deleted. It keeps saying account not found. I'd really appreciate a quick response.",chat,account_login_issue,account_login_issue,True,pending,
msg_04274,I've been waiting on hold so I'm trying here instead. please update the payment method for my order.,chat,change_payment_method,change_payment_method,True,pending,
msg_04276,when will i get my money back for 86952145? it's been over two weeks now.,email,refund_status,UNMAPPED_cluster_14,False,pending,
msg_04297,I've been waiting on hold so I'm trying here instead. I'd like to swap this for another colour. Thank you.,email,exchange_item,noise,False,pending,
msg_04307,"Hey, my promo code didn't work. Can you refund the difference?",email,discount_promo_code,discount_promo_code,True,pending,
msg_04323,"Hi, how do I pause my monthly delivery? Thanks.",web_form,subscription_manage,subscription_manage,True,pending,
msg_04332,"Good morning, where do I download my receipt? The confirmation email doesn't count as an invoice. Regards.",email,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_04369,"hi, i recieved the wrong item. please send the correct item as soon as possible. i'd really appreciate a quick response",chat,wrong_item_received,wrong_item_received,True,pending,
msg_04386,"Hi there, how do I cancel an oder? I ordered twice by accident. Any help appreciated.",email,cancel_order,cancel_order,True,pending,
msg_04395,"Not sure who to ask about this but I've moved house, please update my shipping address. Please get back to me asap.",web_form,change_shipping_address,change_shipping_address,True,pending,
msg_04397,Is my order actually on its way or not? I'd really appreciate a quick response,email,order_status,noise,False,pending,
msg_04427,"Hello support, please update the payment method for my order. I don't want the order held up over this. Thank you.",web_form,change_payment_method,change_payment_method,True,pending,
msg_04442,"Hi OrderBuddy, wrong product delivered for order 236207. The packing slip has someone else's name on it.",web_form,wrong_item_received,wrong_item_received,True,pending,
msg_04446,Where do I download my receipt? The confirmation email doesn't count as an invoice. Thanks in advance.,chat,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_04456,Why was I charged full price when I used a voucher? Let me know.,email,discount_promo_code,discount_promo_code,True,pending,
msg_04469,not sure who to ask about this but you confirmed my return but i haven't been refunded. it's been over two weeks now. let me know.,web_form,refund_status,refund_status,True,pending,
msg_04537,"Hi, do you have the coffee grinder in stock? I need it in a size 10. Let me know.",email,product_availability,UNMAPPED_cluster_21,False,pending,
msg_04562,I'd like to call off my order for the kitchen scales. I found it cheaper elsewhere. Can you help,chat,cancel_order,UNMAPPED_cluster_10,False,pending,
msg_04627,"Hello, the screen was already broken when it arrived. The box looked fine from the outside. pls get back to me asap.",chat,damaged_item,damaged_item,True,pending,
msg_04628,Quick question - will you get more of the air fryer in? Can you notify me when it's available? Cheers.,email,product_availability,product_availability,True,pending,
msg_04722,"wrong address on 61005503, can you fix it? i put my old flat number in. thank you.",chat,change_shipping_address,change_shipping_address,True,pending,
msg_04775,This order is now a week overdue. Thanks in advance.,chat,delivery_delay,delivery_delay,True,pending,
msg_04781,What's the current status of #838317? The tracking number you sent doesn't work. Cheers.,web_form,order_status,order_status,True,pending,
msg_04784,I returned teh running watch two weeks ago and still no refund. Can you check which card it went back to? Cheers.,email,refund_status,UNMAPPED_cluster_14,False,pending,
msg_04808,My refud hasn't come through yet. Can you check which card it went back to?,email,refund_status,UNMAPPED_cluster_14,False,pending,
msg_04822,NOT SURE WHO TO ASK ABOUT THIS BUT CAN I EXCHANGE THE AIR FRYER FOR A DIFFERENT SIZE? PLEASE GET BACK TO ME ASAP.,web_form,exchange_item,product_availability,False,pending,
msg_04826,"I've been waiting on hold so I'm trying here instead. I've moved house, please update my shipping address. I put my old flat number in.",email,change_shipping_address,change_shipping_address,True,pending,
msg_04833,"Hello support, I have a 20% off code but it's being rejected. Can you refund the difference?",web_form,discount_promo_code,noise,False,pending,
msg_04869,Quick question - I'd like to swap this for another colour. I'd rather have the black one. Please advise.,web_form,exchange_item,noise,False,pending,
msg_04891,I've been waiting on hold so I'm trying here instead. the item in the box isn't what I ordered. Please get back to me asap.,email,wrong_item_received,wrong_item_received,True,pending,
msg_04932,I need some help please. I returned the air fryer earlier this month and still no refund.,web_form,refund_status,product_availability,False,pending,
msg_04937,"Hello support, I'd like to send back oder 782206. I'm within the 30 day window I think. Please get back to me asap",chat,return_request,return_request,True,pending,
msg_04944,"Hello support, is there a waiting list for out of stock items? Regards.",email,product_availability,product_availability,True,pending,
msg_04946,I need to change the card on OB-64221. The card was cancelled after fraud on my account.,email,change_payment_method,change_payment_method,True,pending,
msg_04962,I need an invoice for my records. The confirmation email doesn't count as an invoice.,chat,invoice_receipt_request,invoice_receipt_request,True,pending,
msg_04973,You sent me the wrong thing in order 957190. Please send the correct item as soon as possible. Thank you.,email,wrong_item_received,wrong_item_received,True,pending,
msg_05001,I've been waiting on hold so I'm trying here instead. can I still cancel order 705360 before it ships? Thanks.,email,cancel_order,cancel_order,True,pending,
msg_05025,"Hi team, can I skip next month's delivery? Can you help?",chat,subscription_manage,subscription_manage,True,pending,
msg_05050,"Hello, please update the payment method for my order. My bank flagged the transaction. Cheers.",chat,change_payment_method,change_payment_method,True,pending,
msg_05082,"Hi team, can I return the coffee grinder that I bought on the 3rd? Cheers.",email,return_request,UNMAPPED_cluster_21,False,pending,
msg_05129,this is the third time i'm writing in. i entered the old address by mistake on #ob3430. the postcode is wrong on the order. i'd really appreciate a quick response.,email,change_shipping_address,change_shipping_address,True,pending,
msg_05139,I paid for next day delivery and it's been earlier this month. This is really frustrating. I'd really appreciate a quick response.,email,delivery_delay,delivery_delay,True,pending,
msg_05140,"Hello support, can I skip next month's delivery? I'd like it every two months instead. Please get back to me asap.",email,subscription_manage,subscription_manage,True,pending,
msg_05180,"Hi OrderBuddy, can I switch to paypal for 61900727? Thanks",email,change_payment_method,change_payment_method,True,pending,
msg_05273,"Hi, instead of a refund can I just exchange it? Do I need to return the original first? Let me know.",web_form,exchange_item,noise,False,pending,
msg_05292,"Hi OrderBuddy, how do I pause my monthly delivery? I've got too much stock at home already. Let me know.",email,subscription_manage,subscription_manage,True,pending,
msg_05316,"Hi there, my parcel is way past its estimated delivery date. This is really frustrating. Any help appreciated.",chat,delivery_delay,delivery_delay,True,pending,
msg_05323,how do i return an item? do i have to pay for return postage? can you help?,chat,return_request,exchange_item,False,pending,
msg_05348,I NEED SOME HELP PLEASE. THIS ORDER IS NOW A WEEK OVERDUE. I NEED TWO PHONE CASES BEFORE THE WEEKEND. THANKS IN ADVANCE.,chat,delivery_delay,exchange_item,False,pending,
msg_05389,"I want to send this back, it isn't what I expected. Do I have to pay for return postage? Can you help?",web_form,return_request,exchange_item,False,pending,
msg_05410,The item in the box isn't what I ordered. Do I need to send this one back?,email,wrong_item_received,wrong_item_received,True,pending,
msg_05420,This is the third time I'm writing in. I ordered my new backpack but got something completely different.,chat,wrong_item_received,UNMAPPED_cluster_11,False,pending,
msg_05461,"Good morning, the delivery date has been pushed back twice now. This is really frustrating. Cheers.",email,delivery_delay,delivery_delay,True,pending,
msg_05482,Can I pay with a different card? The new card is already on my account. Any help appreciated.,web_form,change_payment_method,change_payment_method,True,pending,
msg_05484,"Hello support, somebody else's order arrived at my house. Cheers.",email,wrong_item_received,wrong_item_received,True,pending,
