message_id,text,intent,channel,char_len
msg_00185,"Good morning, chasing the refund on #OB8828. Regards.",refund_status,email,53
msg_00186,Quick question - I paid for next day delivery and it's been on the 3rd. I need a set of bed sheets before the weekend. Regards.,delivery_delay,email,127
msg_00187,Not sure who to ask about this but my promo code didn't work.,discount_promo_code,email,61
msg_00188,I need some help please. the delivery date has been pushed back twice now. Can you tell me when it will actually arrive? I'd really appreciate a quick response.,delivery_delay,chat,160
msg_00189,Quick question - please redirect my parcel to my work address. I'll send the new address once you confirm.,change_shipping_address,chat,106
msg_00190,Sorry to bother you but can I return a pair of headphones that I bought on Friday??,return_request,email,83
msg_00191,"Hi, still waiting on the refund for some replacement filters.",refund_status,email,61
msg_00192,The delivery date has been pushed back twice now. If it can't get here soon I'd rather cancel. Thanks in advance.,delivery_delay,email,113
msg_00193,"Good morning, my refud hasn't come through yet. Nothing has shown up on my bank statement. Thanks.",refund_status,email,98
msg_00194,I want to check the status of my order. The tracking number you sent doesn't work. Let me know.,order_status,email,95
msg_00195,"Hey, I need to change the delivery address on 62156290. Cheers.",change_shipping_address,chat,63
msg_00196,I need some help please. my order turned up broken. I've taken photos if you need them. I'd really appreciate a quick response.,damaged_item,email,127
msg_00197,"hi there, i need to change the card on #ob1577.",change_payment_method,email,47
msg_00198,I've been waiting on hold so I'm trying here instead. I need a proper invoice for expenses. The confirmation email doesn't count as an invoice. Thanks in advance.,invoice_receipt_request,chat,162
msg_00199,This is the third time I'm writing in. can you send my order to a different address?,change_shipping_address,chat,84
msg_00200,"Good morning, can I return my new backpack that I bought over a week ago? The colour is nothing like the photos.",return_request,email,112
msg_00201,Quick question - my password reset email never arrives. Any help appreciated.,account_login_issue,web_form,77
msg_00202,What's the current status of #OB9225?,order_status,email,37
msg_00203,I need some help please. the courier keeps saying delayed with no explanation. I need the yoga mat before the weekend. Regards.,delivery_delay,email,127
msg_00204,Quick question - I can't log into my account. Nothing in my spam folder either. Please get back to me asap.,account_login_issue,email,107
msg_00205,Not sure who to ask about this but how do I change the email on my account?? I've tried resetting three times. Please advise.,account_login_issue,email,125
msg_00206,when will the espresso machine be back in stock? please advise.,product_availability,chat,63
msg_00207,You sent me the wrong thing in order 249324. The packing slip has someone else's name on it. Thanks.,wrong_item_received,web_form,100
msg_00208,How do I return an item? It doesn't fit. Thanks in advance.,return_request,email,59
msg_00209,Is my order actually on its way or not? Thank you.,order_status,web_form,50
msg_00210,THIS IS TEH THIRD TIME I'M WRITING IN. I NEED A PROPER INVOICE FOR EXPENSES. IT NEEDS TO HAVE MY COMPANY NAME ON IT. THANKS!,invoice_receipt_request,web_form,124
msg_00211,"Hey, where is my order OB-80381?",order_status,email,32
msg_00212,"Hi there, how do I cancel an order? I don't need it any more.",cancel_order,chat,61
msg_00213,I need some help please. is a pair of headphones being restocked? Is it discontinued? Any help appreciated.,product_availability,email,107
msg_00214,Could you resend the receipt for 81303245? My accountant needs it for the quarter. Please get back to me asap.,invoice_receipt_request,email,110
msg_00215,Not sure who to ask about this but how do I update the delivery address? I'll send the new address once you confirm. Please advise.,change_shipping_address,web_form,131
msg_00216,Not sure who to ask about this but starting a return for a pair of headphones. Do I have to pay for return postage?,return_request,chat,115
msg_00217,Please redirect my parcel to my work address. The postcode is wrong on the oder. Please advise,change_shipping_address,chat,94
msg_00218,Quick question - #OB2634 was due two weeks ago and it still hasn't turned up. The tracking has said out for delivery for two days,delivery_delay,web_form,129
msg_00219,Quick question - is it too late to cancel OB-65169? Thank you.,cancel_order,chat,62
msg_00220,Quick question - one of the items on my invoice never turned up. Is it being sent separately?,missing_item,email,93
msg_00221,"I've been waiting on hold so I'm trying here instead. I've moved house, please update my shipping address. It hasn't shipped yet so hopefully it's not too late. Thanks in advance.",change_shipping_address,email,179
msg_00222,"Hi team, the screen was already broken when it arrived. It doesn't power on at all. Please advise.",damaged_item,email,98
msg_00223,Not sure who to ask about this but I want to cancel #OB9303. I ordered twice by accident. Let me know.,cancel_order,email,102
msg_00224,"Hi team, I need to arrange a return. I'm within the 30 day window I think.",return_request,web_form,74
msg_00225,"Hello, I placed an oder over a week ago and I still have no idea where it is. The tracking page hasn't updated in days.",order_status,chat,119
msg_00226,"Good morning, the delivery date has been pushed back twice now. I've taken time off work waiting for this.",delivery_delay,web_form,106
msg_00227,i need some help pls. i want to return a bluetooth speaker. do i have to pay for return postage? thank you.,return_request,web_form,107
msg_00228,Not sure who to ask about this but the packaging was crushed and the contents are ruined. Thanks!,damaged_item,web_form,97
msg_00229,Where is my refund? I have the return receipt if you need it. Can you help?,refund_status,web_form,75
msg_00230,Sorry to bother you but can the delivery be changed to a neighbour? Can you help?,change_shipping_address,chat,81
msg_00231,"Hello support, the item in #OB8060 is cracked. This is unacceptable for the price. Thanks",damaged_item,email,89
msg_00232,wrong product delivered for order 504297. do i need to send this one back? can you help?,wrong_item_received,chat,88
msg_00233,can i skip next month's delivery? please confirm nothing further will be charged. regards.,subscription_manage,chat,90
msg_00234,Please redirect my parcel to my work address. I put my old flat number in.,change_shipping_address,chat,74
msg_00235,"Hello support, the item in the box isn't what I ordered. Please send the correct item as soon as possible. Let me know.",wrong_item_received,chat,119
msg_00236,Is my order actually on its way or not? I never got a shipping confirmation email. Regards.,order_status,chat,91
msg_00237,"Hi there, I ordered three things and only two arrived. I was charged for the full order. Thanks!",missing_item,chat,96
msg_00238,Quick question - can I still cancel OB-69462 before it ships,cancel_order,chat,60
msg_00239,Can I exchange a set of bed sheets for a different size? Happy to pay any difference in price. Regards.,exchange_item,chat,103
msg_00240,I need some help pls. I have a 20% off code but it's being rejected.,discount_promo_code,email,68
msg_00241,Sorry to bother you but I want to check the status of my order. Please get back to me asap.,order_status,email,91
msg_00242,Sorry to bother you but I ordered the kitchen scales two weeks ago and I've heard nothing since. Any help appreciated.,order_status,chat,118
msg_00243,Where is my order order 927588?,order_status,web_form,31
msg_00244,"Hello, I need to cancel the order I placed last month. I found it cheaper elsewhere.",cancel_order,chat,84
msg_00245,"HELLO, CAN YOU SEND MY ORDER TO A DIFFERENT ADDRESS? IT HASN'T SHIPPED YET SO HOPEFULLY IT'S NOT TOO LATE.",change_shipping_address,chat,106
msg_00246,My refund hasn't come through yet. I have the return receipt if you need it. I'd really appreciate a quick response.,refund_status,email,116
msg_00247,This is teh third time I'm writing in. I can't log into my account. I've tried resetting three times. Cheers.,account_login_issue,email,109
msg_00248,Not sure who to ask about this but any update on #OB2346? teh tracking page hasn't updated in days. I'd really appreciate a quick response.,order_status,email,139
msg_00249,the item in 92603080 is cracked. i've taken photos if you need them.,damaged_item,email,68
msg_00250,"Hey, somebody else's order arrived at my house. Thanks.",wrong_item_received,email,55
msg_00251,I want to check the status of my order. The tracking number you sent doesn't work.,order_status,email,82
msg_00252,"Hi team, the item I want is showing as sold out. I'd really appreciate a quick response.",product_availability,email,88
msg_00253,"Hi OrderBuddy, the delivery date has been pushed back twice now. I need the office chair before the weekend.",delivery_delay,web_form,108
msg_00254,Not sure who to ask about this but is my order actually on its way or not? The tracking number you sent doesn't work. Thank you.,order_status,email,128
msg_00255,"Hi OrderBuddy, do you have a set of bed sheets in stock? Is it discontinued? Let me know.",product_availability,chat,89
msg_00256,I need some help please. the delivery date has been pushed back twice now. I need the office chair before the weekend. Thank you.,delivery_delay,chat,129
msg_00257,Quick question - can you tell me if the office chair will return? Please advise.,product_availability,email,80
msg_00258,One of the items on my invoice never turned up. The packing slip lists it but it isn't there. Please advise.,missing_item,email,108
msg_00259,I need some help please. part of my order is missing. Is it being sent separately? Let me know.,missing_item,chat,95
msg_00260,My order is late. The tracking has said out for delivery for two days. Thank you.,delivery_delay,email,81
msg_00261,I need some help please. checking in on #701542 - has it shipped yet? The tracking number you sent doesn't work. Can you help?,order_status,email,126
msg_00262,This is the third time I'm writing in. I ordered the standing desk but got something completely different. The packing slip has someone else's name on it. I'd really appreciate a quick response.,wrong_item_received,chat,194
msg_00263,"Hello, what's your returns process? Where do I send it? Can you help?",return_request,chat,69
msg_00264,"Hey, received the wireless keyboard on the 3rd and it's clearly damaged. The box looked fine from the outside. Please advise.",damaged_item,email,125
msg_00265,Quick question - why was I charged full price when I used a voucher?,discount_promo_code,email,68
msg_00266,"Hi there, I'd like to call off my order for the standing desk. It hasn't shipped yet as far as I can tell. Please get back to me asap.",cancel_order,web_form,134
msg_00267,I'd like to send back #304015. Do I have to pay for return postage? Thanks.,return_request,email,75
msg_00268,"Hello support, I have a 20% off code but it's being rejected. Can you refund the difference? Cheers.",discount_promo_code,chat,100
msg_00269,This is the third time I'm writing in. instead of a refund can I just exchange it? Do I need to return the original first? Let me know.,exchange_item,email,135
msg_00270,I need some help please. is a set of bed sheets being restocked? I need it in a size 10.,product_availability,email,88
msg_00271,this is the third time i'm writing in. i'd like to call off my order for the espresso machine. i don't need it any more. thanks!,cancel_order,email,128
